institution_id,institution_name,course_id,course_name,foe1_broad_field,foe1_narrow_field,foe1_detailed_field,course_level,course_duration,tuition_fee,non_tuition_fee,total_course_cost
00025B,The University of Queensland,046495C,Graduate Certificate in Information Technology,02 - Information Technology,0200 - Information Technology,"020000 - Information Technology, n.f.d.",Graduate Certificate,26,23056.0,586.0,23642.0
00025B,The University of Queensland,048758B,Graduate Certificate in Commerce,08 - Management and Commerce,0800 - Management and Commerce,"080000 - Management and Commerce, n.f.d.",Graduate Certificate,26,22624.0,586.0,23210.0
00025B,The University of Queensland,048816G,Master of Counselling,09 - Society and Culture,0905 - Human Welfare Studies and Services,090513 - Counselling,Masters Degree (Coursework),104,57977.0,2081.0,60058.0
00025B,The University of Queensland,049208B,Master of Communication,10 - Creative Arts,1007 - Communication and Media Studies,"100700 - Communication and Media Studies, n.f.d.",Masters Degree (Coursework),78,57034.0,1665.0,58699.0
00025B,The University of Queensland,049209A,Graduate Certificate in Communication,10 - Creative Arts,1007 - Communication and Media Studies,"100700 - Communication and Media Studies, n.f.d.",Graduate Certificate,26,18280.0,586.0,18866.0
00025B,The University of Queensland,050456J,Bachelor of Nursing,06 - Health,0603 - Nursing,060301 - General Nursing,Bachelor Degree,156,120724.0,3109.0,123833.0
00025B,The University of Queensland,053336D,Graduate Certificate in Interaction Design,10 - Creative Arts,1099 - Other Creative Arts,"109999 - Creative Arts, n.e.c.",Graduate Certificate,26,23056.0,586.0,23642.0
00025B,The University of Queensland,053337C,Graduate Diploma in Interaction Design,10 - Creative Arts,1099 - Other Creative Arts,"109999 - Creative Arts, n.e.c.",Graduate Diploma,52,47495.0,1129.0,48624.0
00025B,The University of Queensland,053339A,Graduate Certificate in Development Practice,09 - Society and Culture,0905 - Human Welfare Studies and Services,"090599 - Human Welfare Studies and Services, n.e.c.",Graduate Certificate,26,16224.0,586.0,16810.0
00025B,The University of Queensland,053341G,Master of Development Practice,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",Masters Degree (Coursework),78,50619.0,1795.0,52414.0
00025B,The University of Queensland,055897K,Bachelor of Health Sciences,06 - Health,0600 - Health,"060000 - Health, n.f.d.",Bachelor Degree,156,121486.0,3091.0,124577.0
00025B,The University of Queensland,056193A,Master of Museum Studies,09 - Society and Culture,"0913 - Librarianship, Information Management and Curatorial Studies",091303 - Curatorial Studies,Masters Degree (Coursework),78,50619.0,1665.0,52284.0
00025B,The University of Queensland,058270K,Master of Economics,09 - Society and Culture,0919 - Economics and Econometrics,091901 - Economics,Masters Degree (Coursework),104,91390.0,2089.0,93479.0
00025B,The University of Queensland,058537K,Doctor of Clinical Dentistry,06 - Health,0607 - Dental Studies,060701 - Dentistry,Doctoral Degree,156,237726.0,3174.0,240900.0
00025B,The University of Queensland,058541C,Bachelor of Midwifery,06 - Health,0603 - Nursing,060303 - Midwifery,Bachelor Degree,156,113031.0,3109.0,116140.0
00025B,The University of Queensland,058542B,Bachelor of Health Sciences (Honours),06 - Health,0600 - Health,"060000 - Health, n.f.d.",Bachelor Honours Degree,52,38160.0,974.0,39134.0
00025B,The University of Queensland,059199D,Bachelor of Communication/Bachelor of Arts,10 - Creative Arts,1007 - Communication and Media Studies,"100700 - Communication and Media Studies, n.f.d.",Bachelor Degree,208,152937.0,9048.0,161985.0
00025B,The University of Queensland,059200E,Bachelor of Communication/Bachelor of Journalism,10 - Creative Arts,1007 - Communication and Media Studies,"100700 - Communication and Media Studies, n.f.d.",Bachelor Degree,208,152937.0,4348.0,157285.0
00025B,The University of Queensland,059494G,Master of Health Economics,06 - Health,0699 - Other Health,"069999 - Health, n.e.c.",Masters Degree (Coursework),78,67192.0,1665.0,68857.0
00025B,The University of Queensland,060311K,Master of Architecture,04 - Architecture and Building,0401 - Architecture and Urban Environment,040101 - Architecture,Masters Degree (Coursework),104,88131.0,2081.0,90212.0
00025B,The University of Queensland,060533G,Master of Business Administration,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Masters Degree (Coursework),52,85062.0,1129.0,86191.0
00025B,The University of Queensland,061063B,Bachelor of Science/Bachelor of Education (Secondary),01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,"019999 - Natural and Physical Sciences, n.e.c.",Bachelor Degree,208,182054.0,6478.0,188532.0
00025B,The University of Queensland,061819G,Graduate Certificate in Educational Studies,07 - Education,0703 - Curriculum and Education Studies,070303 - Education Studies,Graduate Certificate,26,15488.0,586.0,16074.0
00025B,The University of Queensland,061821B,Graduate Certificate in Arts in Chinese Translation and Interpreting,10 - Creative Arts,1007 - Communication and Media Studies,"100700 - Communication and Media Studies, n.f.d.",Graduate Certificate,26,17784.0,586.0,18370.0
00025B,The University of Queensland,061823M,Master of Arts in Chinese Translation and Interpreting,10 - Creative Arts,1007 - Communication and Media Studies,"100799 - Communication and Media Studies, n.e.c.",Masters Degree (Coursework),78,0.0,1551.0,1551.0
00025B,The University of Queensland,061825J,Bachelor of Architectural Design,04 - Architecture and Building,0400 - Architecture and Building,"040000 - Architecture and Building, n.f.d.",Bachelor Degree,156,130655.0,3091.0,133746.0
00025B,The University of Queensland,062633J,Graduate Certificate in Mediation and Conflict Resolution,09 - Society and Culture,0905 - Human Welfare Studies and Services,090513 - Counselling,Graduate Certificate,26,15488.0,586.0,16074.0
00025B,The University of Queensland,062637E,Bachelor of Nursing/Bachelor of Midwifery,06 - Health,0603 - Nursing,"060300 - Nursing, n.f.d.",Bachelor Degree,208,159656.0,4362.0,164018.0
00025B,The University of Queensland,063937G,Bachelor of Education (Primary),07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,Bachelor Degree,208,144607.0,4348.0,148955.0
00025B,The University of Queensland,063939E,Master of Social Work (Qualifying),09 - Society and Culture,0905 - Human Welfare Studies and Services,090501 - Social Work,Masters Degree (Coursework),104,58405.0,2081.0,60486.0
00025B,The University of Queensland,064991D,Graduate Certificate in Applied Linguistics,09 - Society and Culture,0915 - Language and Literature,091521 - Linguistics,Graduate Certificate,26,16408.0,586.0,16994.0
00025B,The University of Queensland,064993B,Master of Applied Linguistics,09 - Society and Culture,0915 - Language and Literature,091521 - Linguistics,Masters Degree (Coursework),78,51193.0,1665.0,52858.0
00025B,The University of Queensland,065317G,Graduate Diploma in Governance and Public Policy,09 - Society and Culture,0901 - Political Science and Policy Studies ,090103 - Policy Studies,Graduate Diploma,52,33421.0,1129.0,34550.0
00025B,The University of Queensland,065330M,Graduate Certificate in Governance and Public Policy,09 - Society and Culture,0901 - Political Science and Policy Studies ,090103 - Policy Studies,Graduate Certificate,26,16224.0,586.0,16810.0
00025B,The University of Queensland,065372A,Graduate Diploma in Business Research Methods,08 - Management and Commerce,0803 - Business and Management,"080300 - Business and Management, n.f.d.",Graduate Diploma,52,44496.0,1129.0,45625.0
00025B,The University of Queensland,065374K,Master of Dietetics Studies,06 - Health,0699 - Other Health,069901 - Nutrition and Dietetics,Masters Degree (Coursework),78,73709.0,1557.0,75266.0
00025B,The University of Queensland,065383J,Master of Development Economics,09 - Society and Culture,0919 - Economics and Econometrics,091901 - Economics,Masters Degree (Coursework),78,67192.0,1665.0,68857.0
00025B,The University of Queensland,066286B,Graduate Diploma in Epidemiology,01 - Natural and Physical Sciences,0109 - Biological Sciences,"010999 - Biological Sciences, n.e.c.",Graduate Diploma,52,34160.0,974.0,35134.0
00025B,The University of Queensland,066287A,Master of Epidemiology,01 - Natural and Physical Sciences,0109 - Biological Sciences,"010999 - Biological Sciences, n.e.c.",Masters Degree (Coursework),78,52265.0,1557.0,53822.0
00025B,The University of Queensland,069418D,Master of Nursing Studies,06 - Health,0603 - Nursing,"060300 - Nursing, n.f.d.",Masters Degree (Coursework),104,72875.0,2111.0,74986.0
00025B,The University of Queensland,070265F,Master of Audiology Studies,06 - Health,0601 - Medical Studies,"060100 - Medical Studies, n.f.d.",Masters Degree (Coursework),104,99243.0,2081.0,101324.0
00025B,The University of Queensland,070284C,Bachelor of International Studies,09 - Society and Culture,0901 - Political Science and Policy Studies ,"090100 - Political Science and Policy Studies, n.f.d.",Bachelor Degree,156,105237.0,3091.0,108328.0
00025B,The University of Queensland,072156F,UG Non-award Law 1603,09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Non AQF Award,104,94716.0,2089.0,96805.0
00025B,The University of Queensland,073267B,Graduate Certificate in Computer Science,02 - Information Technology,0201 - Computer Science,"020100 - Computer Science, n.f.d.",Graduate Certificate,26,23056.0,586.0,23642.0
00025B,The University of Queensland,073268A,Graduate Diploma in Computer Science,02 - Information Technology,0201 - Computer Science,"020100 - Computer Science, n.f.d.",Graduate Diploma,52,47495.0,1129.0,48624.0
00025B,The University of Queensland,073269M,Master of Computer Science (Management),02 - Information Technology,0201 - Computer Science,"020100 - Computer Science, n.f.d.",Masters Degree (Coursework),104,97840.0,2089.0,99929.0
00025B,The University of Queensland,073270G,Master of Computer Science,02 - Information Technology,0201 - Computer Science,"020100 - Computer Science, n.f.d.",Masters Degree (Coursework),52,47495.0,1129.0,48624.0
00025B,The University of Queensland,073271F,Master of Global Management,08 - Management and Commerce,0803 - Business and Management,"080399 - Business and Management, n.e.c.",Masters Degree (Coursework),104,91662.0,2089.0,93751.0
00025B,The University of Queensland,073272E,Master of Computer Science,02 - Information Technology,0201 - Computer Science,"020100 - Computer Science, n.f.d.",Masters Degree (Coursework),78,71935.0,1665.0,73600.0
00025B,The University of Queensland,073759D,Bachelor of Exercise and Nutrition Sciences,01 - Natural and Physical Sciences,0109 - Biological Sciences,"010999 - Biological Sciences, n.e.c.",Bachelor Degree,156,128617.0,3079.0,131696.0
00025B,The University of Queensland,073760M,Bachelor of Exercise and Nutrition Sciences (Honours),01 - Natural and Physical Sciences,0109 - Biological Sciences,"010999 - Biological Sciences, n.e.c.",Bachelor Honours Degree,52,41612.0,1125.0,42737.0
00025B,The University of Queensland,073762J,Master of Music,10 - Creative Arts,1001 - Performing Arts ,100101 - Music,Masters Degree (Coursework),78,53290.0,1665.0,54955.0
00025B,The University of Queensland,074243B,Bachelor of International Studies (Honours),09 - Society and Culture,0900 - Society and Culture,"090000 - Society and Culture, n.f.d.",Bachelor Honours Degree,52,33056.0,974.0,34030.0
00025B,The University of Queensland,075740K,Master of Engineering Science (Management),03 - Engineering and Related Technologies,0300 - Engineering and Related Technologies,"030000 - Engineering and Related Technologies, n.f.d.",Masters Degree (Coursework),104,97840.0,2089.0,99929.0
00025B,The University of Queensland,075742G,Master of Engineering Science,03 - Engineering and Related Technologies,0300 - Engineering and Related Technologies,"030000 - Engineering and Related Technologies, n.f.d.",Masters Degree (Coursework),78,71935.0,1197.0,73132.0
00025B,The University of Queensland,075745E,Graduate Certificate In Engineering Science,03 - Engineering and Related Technologies,0300 - Engineering and Related Technologies,"030000 - Engineering and Related Technologies, n.f.d.",Graduate Certificate,26,23056.0,586.0,23642.0
00025B,The University of Queensland,076003B,Master of Engineering Science,03 - Engineering and Related Technologies,0300 - Engineering and Related Technologies,"030000 - Engineering and Related Technologies, n.f.d.",Masters Degree (Coursework),52,47495.0,1129.0,48624.0
00025B,The University of Queensland,076217K,Master of Bioinformatics,01 - Natural and Physical Sciences,0109 - Biological Sciences,"010900 - Biological Sciences, n.f.d.",Masters Degree (Coursework),78,64162.0,1557.0,65719.0
00025B,The University of Queensland,077436B,Master of Economics and Public Policy,09 - Society and Culture,0919 - Economics and Econometrics,091903 - Econometrics,Masters Degree (Coursework),78,67192.0,1665.0,68857.0
00025B,The University of Queensland,077438M,"Graduate Certificate in Tourism, Hotel and Event Management",08 - Management and Commerce,0807 - Tourism,080701 - Tourism,Graduate Certificate,26,21600.0,586.0,22186.0
00025B,The University of Queensland,077439K,"Master of Tourism, Hotel and Event Management",08 - Management and Commerce,0807 - Tourism,080701 - Tourism,Masters Degree (Coursework),78,67392.0,1665.0,69057.0
00025B,The University of Queensland,077443C,Master of Conservation Biology,01 - Natural and Physical Sciences,0109 - Biological Sciences,"010900 - Biological Sciences, n.f.d.",Masters Degree (Coursework),52,63184.0,1129.0,64313.0
00025B,The University of Queensland,077533A,Graduate Certificate in Bioinformatics,01 - Natural and Physical Sciences,0109 - Biological Sciences,"010999 - Biological Sciences, n.e.c.",Graduate Certificate,26,20968.0,586.0,21554.0
