location_name,address_line_1,city,state,postcode
"Collins Street - Level 6, 234 - 250 Collins St, MELBOURNE VIC 3000",234 Collins St,MELBOURNE,VIC,3000
Kensington,Unit 4,Kensington,VIC,3031
"Ground Floor, 99 Queens Bridge Street",99 Queens Bridge St,SOUTHBANK,VIC,3006
Suit 10 33-37 Heatherdale Rd Ringwood Victoria 3134,33 Heatherdale Rd,Ringwood,VIC,3134
REALMONT,Level 5 119 Charlotte St,BRISBANE CITY,QLD,4000
"2/316 Adelaide Street Brisbane, QLD 4000",316 Adelaide St,Brisbane City,QLD,4000
ACMI East Perth,Level 2 150-152 Adelaide Tce,EAST PERTH,WA,6004
"Units 1 & 2, 33 Archer Street CARLISLE WA 6101 Australia",33 Archer St,CARLISLE,WA,6101
Trinity Anglican College - Albury,421 Elizabeth Mitchell Drive,THURGOONA,NSW,2640
"29 Mustang Road, Jandakot Western Australia 6164",28 Mustang Rd,JANDAKOT,WA,6164
Lindisfarne Anglican Grammar School,Mahers Lane,TERRANORA,NSW,2486
"Lindisfarne Anglican Grammar School, Junior School",Sunshine Avenue,TWEED HEADS,NSW,2486
55 Queenscroft St CHELMER QLD 4068,55 Queenscroft St,CHELMER,QLD,4068
Aligning Health Retreat & Day Spa,Lot 5 Lynch Lane Axedale,BENDIGO,VIC,3550
Brisbane Technology Park,3 Clunies Ross Ct,Eigh Mile Plains,QLD,4113
City Campus,Level 7 245 Castlereagh St,SYDNEY,NSW,2000
61 Jerrabomberra Ave NARRABUNDAH ACT 2604,61 Jerrabomberra Ave,NARRABUNDAH,ACT,2604
"56 Robinson St, Dandenong Street  VIC 3175",56 Robinson St,Dandernong,VIC,3175
Oakleigh - Campus,1A Palmerston Gr,Oakleigh,VIC,3166
Adelaide CBD,Level 4 118 King William St,ADELAIDE,SA,5000
Level 2 The Crescent Homebush NSW 2140,"Level 2, 2140 - 29 The Crescent",HOMEBUSH,NSW,2140
Melbourne CBD,Level 10 108 Lonsdale St,MELBOURNE,VIC,3000
MURARRIE,Unit 2 20 Smallwood Pl,MURARRIE,QLD,4172
Sydney CBD,16-22 Wentworth Ave,SURRY HILLS,NSW,2010
"Unit 2, 148 Brunswick, Fortitude Valley QLD 4006",148 Brunswick St,FORTITUDE VALLEY,QLD,4006
"21 Regent Street, Redfern NSW 2016",21 Regent Street,Redfern,NSW,2016
"2-3 Printers Place, Darwin City",2-3 Printers Place,Darwin,NT,800
"Level 2, 63 Oxford St, Darlinghurst NSW 2010","Level 2, 63 Oxford St",Darlinghurst,NSW,2010
"Level 5, 399 Lonsdale Street, Melbourne VIC 3000","Level 5, 399 Lonsdale Street",Melbourne,VIC,3000
Elizabeth Street,"Level 8, 140 Elizabeth St",Sydney,NSW,2000
"73 Scarborough Street Southport, Queensland 4215",73 Scarborough St,Southport,QLD,4215
"Level 1, 1 Short Street, Southport, Queensland 4215",1 Short St,Southport,QLD,4215
St Maroun's College,194 Wardell Road,Dulwich Hill,NSW,2203
Building C - 60 Belfast St BROADMEADOWS VIC 3047,Building C - 60 Belfast St,BROADMEADOWS,VIC,3047
"Ground Floor, 62 Astor Tce Spring Hill QLD 4000","Ground Floor, 62 Astor Tce",SPRING HILL,QLD,4000
"Suite 1, Tenancy C8 - 61 Riggall St Broadmeadows VIC 3047","Suite 1, Tenancy C8 - 61 Riggall St",Broadmeadows,VIC,3047
"Suite 2/61 Riggal St, Broadmeadows",Suite 2/61 Riggal St,Broadmeadows,VIC,3047
Workshop,61 Riggall St,BROADMEADOWS,VIC,3047
"Innovations House, 50 Mawson Lakes Blvd, Mawson Lakes SA 5095",50 Mawson Lakes Blvd,Mawson Lakes,SA,5095
"Factory 11, 20 Duerdin Street, Clayton Victoria 3168",20 Duerdin St,CLAYTON,VIC,3168
"Level 2, 382 Lonsdale Street Melbourne Victoria 3000",382 Lonsdale St,MELBOURNE,VIC,3000
1 Nerang St SOUTHPORT QLD 4215,1 Nerang Street,Southport,QLD,4215
Brisbane City - Level 4 102 Adelaide St BRISBANE CITY QLD 4000,Level 4 102 Adelaide St,BRISBANE,QLD,4000
"Brisbane City 2 - Level 5, 316 Adelaide Street, Brisbane City","Level 5, 316 Adelaide Street",Brisbane,QLD,4000
CB at UTAS Sandy Bay Campus - 12 French St SANDY BAY TAS 7005,12 French St,Sandy Bay,TAS,7005
"Kaplan Building - Level 4, 369 Ann Street, Brisbane City","Kaplan Building - Level 4, 369 Ann Street",Brisbane,QLD,4000
"Mezzanine 406 Collins Street, Melbourne",313 Flinders Lane,MELBOURNE,VIC,3000
"196E Forest Rd. Hurstville, NSW 2220",196E Forest Rd,HURSTVILLE,NSW,2220
Sussex Street Campus,269 Sussex St,SYDNEY,NSW,2000
York St Campus,56-58 York St,SYDNEY,NSW,2000
"Surry Hills - Lvl 3, 84-86 Mary Street","Lvl 3, 84-86 Mary Street",Surry Hills,NSW,2010
TBS Head Office-Campsie,Suite 4 59-63 Evaline St,CAMPSIE,NSW,2194
Unit 3 Level 3 191-199 Thomas St HAYMARKET NSW,Level 3 191-199 Thomas St,HAYMARKET,NSW,2000
Cambridge English College - 9 Montgomery St KOGARAH NSW 2217,9 Montgomery St,KOGARAH,NSW,2217
Manly NSW - 17 Sydney Rd MANLY NSW 2095,17 Sydney Road,MANLY,NSW,2095
Hobart Campus - Murray St,73-81 Murray St,Hobart,TAS,7000
Melbourne Campus - Elizabeth St,Level 5/ 440 Elizabeth St,MELBOURNE,VIC,3000
Melbourne Campus - Lonsdale St,213 Lonsdale St,Melbourne,VIC,3000
Church St,"Suit 202, Level 2 - 118 Church St",PARRAMATTA,NSW,2150
Surry Hills Campus,Unit 403 410 Elizabeth St,SURRY HILLS,NSW,2010
Melbourne Campus - Level 1 341 Queen St MELBOURNE VIC 3000,Level 1 341 Queen St,MELBOURNE,VIC,3000
"Shop 1, 15-17 Blaxland Road, Rhodes NSW 2138","Shop 1, 15-17 Blaxland Rd",Rhodes,NSW,2138
Sydney City Campus - 48 Oxford St DARLINGHURST NSW 2010,48 Oxford St DARLINGHURST NSW,DARLINGHURST,NSW,2010
AURECON,15 Barry Drive,TURNER,ACT,2612
Melbourne Campus - Level 3 341 Queen St MELBOURNE VIC 3000,Level 3 341 Queen St,MELBOURNE,VIC,3000
94-96 Foster Street Dandenong VIC 3175,94-96 Foster Street,Dandenong,VIC,3175
"Level 14, 233 Castlereagh Street",Level 14/233 Castlereagh Street,Sydney,NSW,2000
"Levels 3 and 4, 11-13 Aird Street, Parramatta NSW 2150","Level 3 and 4, 11-13 Aird Street",Parramatta,NSW,2150
1C Grand Avenue Camellia NSW 2142,1C Grand Ave,CAMELLIA,NSW,2142
Level 7 Parramatta,Level 7 16-18 Wentworth St,PARRAMATTA,NSW,2150
Level 8 85 Queen St MELBOURNE VIC 3000,Level 8 85 Queen S,MELBOURNE,VIC,3000
Levels 1 & 2 16-18 Wentworth Street PARRAMATTA NSW 2150,16 Wentworth St,PARRAMATTA,NSW,2150
Tasmania Campus - 116 Bathurst St HOBART TAS 7000,116 Bathurst St,Hobart,TAS,7000
"Unit 2 17 Brennan Way BELMONT, Western Australa 6104",17 Brennan Way,BELMONT,WA,6104
Campbell Institute - Parramatta Campus - 43-45 Marion St,43-45 Marion St,PARRAMATTA,NSW,2150
CAMPBELL INSTITUTE GRANVILLE - 16 Good St,16 Good St,GRANVILLE,NSW,2142
107 Miles Platting Rd EIGHT MILE PLAINS QLD 4113,107 Miles Platting Rd,EIGHT MILE PLAINS,QLD,4113
"Suite 1, Level 4, 28-36 Foveaux Street Surry Hills 2010",Suite 1 Level 4 28-36 Foveaux Street,Surry Hills,NSW,2010
"Suite 1, Level 4, 28-36 Foveaux Street Surry Hills, NSW 2010","Suite 1, Level 4, 28-36 Foveaux Street",Surry Hills,NSW,2010
"3431 Pacific Hwy, Slacks Creek QLD 4127",3431 Pacific Hwy,Slacks Creek,QLD,4127
"74 Walters Drive, Osborne Park, WA 6017",74 Walters Drive,Osborne Park,WA,6017
"Levels 1, 2, 5 451 Pitt Street, Haymarket, Sydney 2000",451 Pitt Street,Sydney,NSW,2000
"Tenancy 2, Level 5, 440 Elizabeth Street, Melbourne, VIC 3000",Tenancy 2,Melbourne,VIC,3000
"Level 1, 399 Lonsdale St, Melbourne VIC 3000","Level 1, 399 Lonsdale Street",Melbourne,VIC,3000
Sydney Metropolitan English Institute - 432 Kent St,432 Kent St,SYDNEY,NSW,2000
"Level 9, 140 Elizabeth Street, Sydney NSW 2000","Level 9, 140 Elizabeth Street",Sydney,NSW,2000
Levels 3 and 4/131 Queen Street,Levels 3 and 4/131 Queen Street,Melbourne,VIC,3000
Reddam House Bondi Campus,56 Mitchell Street,North Bondi,NSW,2026
Reddam House Woollahra,70-78 Edgecliff Road,Woollahra,NSW,2025
Level 1 67 Jeffcott St WEST MELBOURNE VIC 3003,Level 1 67 Jeffcott St,WEST MELBOURNE,VIC,3000
"Level 3, 220 Albert Road, South Melbourne 3205",Unit 1 39 Cromwell Street,GLENROY,VIC,3046
"Site 701, Aerodrome Road, Camden Airport, Cobbitty, New South Wales, 2570",160 Virgil Ave,CHESTER HILL,NSW,2162
Liverpool Street,"Level 5, 127 Liverpool Street, Sydney",SYDNEY,NSW,2000
5 Burwood Highway,5 Burwood Highway,Wantirna,VIC,3152
Worldview Centre for Intercultural Studies - 41 Station Rd ST LEONARDS TAS 7250 Australia,41 Station Rd Street,LEONARDS,TAS,7250
"Level 1, 126 Charles Street Launceston Tasmania 7250",126 Charles Street,LAUNCESTON,TAS,7250
Level 5 234-250 Collins St MELBOURNE VIC 3000,Level 5 234-250 Collins St,MELBOURNE,VIC,3000
"Glenhill College - Level 5, 136 Chalmers St Surry Hills NSW 2010","Level 5, 136 Chalmers St",Surry Hills,NSW,2010
Unit 15 334-354 Albany Highway Victoria Park WA 6100,Unit 15 334-354 Albany Highway,Victoria Park,WA,6100
Footscray,Shop 1 79 Paisley St,FOOTSCRAY,VIC,3011
Level 6 90 King William Street Adelaide SA 5000,Level 6 90 King William Street,Adelaide,SA,5000
The Crescent,Level 1 29 The Crescent,Homebush,NSW,2140
Astral Parramatta Campus,Unit 513 175 Church St,PARRAMATTA,NSW,2150
Burwood Campus,7 Deane St,BURWOOD,NSW,2134
Kogarah Campus and kitchen,11 O'Keefes Lane,KOGARAH,NSW,2217
"Level 6 138 Queen Street, CAMPBELLTOWN,NSW 2560",Level 6 138 Queen Street,CAMPBELLTOWN,NSW,2560
Parramatta Campus,Level 9 79 George St,PARRAMATTA,NSW,2150
8 Chandler Street,8 Chandler Street,BELCONNEN,ACT,2617
"Lvl 6, 8-24 Kippax St SURRY HILLS NSW 2010",8-24 Kippax Street,SURRY HILLS,NSW,2010
Offsite Kitchen - Training Facility - 8 Greenfield Pde BANKSTOWN NSW 2200,8 Greenfield Pde,BANKSTOWN,NSW,2200
Sydney Campus - Level 6 128 Chalmers St SURRY HILLS NSW 2010,8 Greenfield Pde,BANKSTOWN,NSW,2200
Hills International College (Jimboomba),105-111 Johanna Street,JIMBOOMBA,QLD,4280
258 Richmond Hill Rd Richmond Hill 2480,258 Richmond Hill Rd,Richmond Hill 2480,VIC,2480
"Suite 2 Level 7, 56 Railway Parade Burwood 2134",71 Jillian Road,Diamond Valley,QLD,4553
City Campus - Level 5 162-166 Goulburn St SURRY HILLS NSW 2010,Level 5 162-166 Goulburn St,SURRY HILLS,NSW,2010
Toowoomba Campus,40A Neil St,TOOWOOMBA CITY,QLD,4350
Unit 3C Level 3 40 Raymond St BANKSTOWN NSW 2200,Unit 3C Level 3 40 Raymond Street,BANKSTOWN,NSW,2200
Burwood Campus - 14 Railway Pde BURWOOD NSW 2134,14 Railway Pde,BURWOOD,NSW,2134
Homebush,"Level 2, 29 The Crescent",Homebush,NSW,2140
"Level 4, 1-3 Fitzwilliam Street, Parramatta, NSW 2150",Level 2 55-59 Regent Street,Chippendale,NSW,2008
"Level 7, 399 Lonsdale Street, Melbourne, VIC 3000",Level 2 55-59 Regent Street,Chippendale,NSW,2008
"Level 3, 695-699 George Street, Haymarket NSW 2000","Level 3, 695-699",Haymarket,NSW,2000
"Level 7, 75 King Street - Sydney","Level 7, 75 King Street",Sydney,NSW,2000
CSB Parramatta Campus,Level 4 79 George St,PARRAMATTA,NSW,2150
Mount Alvernia College,82 Cremorne Road,KEDRON,QLD,4031
"76-86 North Rd, AVONDALE HEIGHTS VIC 3034",76-86 North Rd,AVONDALE HEIGHTS,VIC,3034
Level 10 474 Flinders St MELBOURNE VIC 3000,Level 10 474 Flinders St,MELBOURNE,VIC,3000
108 JOHNSTON ST CAMPUS,Unit 1 108 Johnston St,Collingwood,VIC,3066
46-48 Islington st,46-48 Islington St,COLLINGWOOD,VIC,3066
84-86 Mary St SURRY HILLS NSW 2010,Level 8 80 George Street,Parramatta,NSW,2150
Oxford Creative Academy Pty Ltd - 38 Oxford St DARLINGHURST NSW 2010,38 Oxford St,DARLINGHURST,NSW,2010
Level 3 220 Albert Road South Melbourne VIC 3205,Level 3 220 Albert Rd,SOUTH MELBOURNE,VIC,3205
Sydney - 224-238 George St LIVERPOOL NSW,224-238 George St,Liverpool,NSW,2170
Acacia Broadmeadows,80 Blair St,BROADMEADOWS,VIC,3047
Acacia Perth,Level 4 3-5 Bennett St,EAST PERTH,WA,6004
Acacia South Melbourne,Level 1 220 Albert Rd,SOUTH MELBOURNE,VIC,3205
FAL Sydney,Suite 1901,Sydney,NSW,2000
Head Office,"Level 3, 252 Lygon St",CARLTON,VIC,3053
"Level 11, 190 Queen Street, Melbourne, VIC 3000",Level 11 190 Queen St,MELBOURNE,VIC,3000
"15 Moore Street, Canberra ACT 2601",15 Moore St,CANBERRA,ACT,2601
"Level 8, 474 Flinders Street","Level 8, 474 Flinders Street",MELBOURNE,VIC,3000
"338 Queen Street Ground Floor and Levels 1, 2 & 3","338 Queen Street Ground Floor and Levels 1, 2 & 3",Melbourne,VIC,3000
Sydney Campus,55 Pyrmont Bridge Rd,PYRMONT,NSW,2009
Unit 1 Level 2 15 Barry Dr TURNER ACT,Unit 1 Level 2 15 Barry Dr,TURNER,ACT,2612
"Level 4, 213 Lonsdale St Melbourne VIC 3000",Level 4 213 Lonsdale St,MELBOURNE,VIC,3000
"Suite 2, L13 190 Queen Street, Melbourne 3000",Suite 2 Level 13 190 Queen St,MELBOURNE,VIC,3000
"Ground Floor, Unit 1 and 2 - 19 Watt St GOSFORD NSW 2250","Ground Floor, Unit 1 and 2 - 19 Watt St",GOSFORD,NSW,2250
"Level 1, 507 Princes Highway Rockdale NSW 2216","Level 1, 507 Princes Highway",ROCKDALE,NSW,2216
"Shop 5, 131-137 - Unit 5 135 Henry Parry Dr GOSFORD","Shop 5, 131-137 - Unit 5 135 Henry Parry Dr",GOSFORD,NSW,2250
Suite 3 633 Princes Hwy ROCKDALE NSW 2216,Suite 3 633 Princes Hwy,ROCKDALE,NSW,2216
Brisbane,Ground Floor,Brisbane City,QLD,4000
Gold Coast,62 Appel Street,Surfers Paradise,QLD,4217
45 Grenfell St ADELAIDE SA 5000 Australia,45 Grenfell St,ADELAIDE,SA,5000
STC Ann Street Brisbane,Suite 1 Level 1 345 Ann St,Brsbane,QLD,4000
"322 Liverpool Street, West Hobart TAS 7000",46 Edward St,SUMMER HILL,NSW,2130
"46 Edward Street, Summer Hill, NSW 2130",46 Edward St,SUMMER HILL,NSW,2130
CIC Melbourne CBD - Level 1 158 Swanston St MELBOURNE VIC 3000,Level 1 158 Swanston St,MELBOURNE,VIC,3000
Darwin Campus,Level 3,Darwin City,NT,800
Darwin Campus - 25 Cavenagh St DARWIN CITY NT 0800,25 Cavenagh St,Darwin City,NT,800
"Suite 1, Level 2 17-21 Macquarie Street, Parramatta NSW 2150 Australia",Suite 1 Level 2 17-21 Macquarie St,PARRAMATTA,NSW,2150
"227 Bell Street, Preston, Vic 3072",300 Argyle Street,North Hobart,TAS,7000
Mervic - VIC,229 Broadway,RESERVOIR,VIC,3073
Suite 506 7 Jeffcott Street West Melbourne Victoria,7 Jeffcott St,WEST MELBOURNE,VIC,3003
53 Dryburgh Street WEST MELBOURNE VIC,53 Dryburgh St,WEST MELBOURNE,VIC,3003
69 Osborne Ave SPRINGVALE VIC 3171,69 Osborne Ave,SPRINGVALE,VIC,3171
"Kitchen 6, Ground Floor/ 372 Spencer Street, West Melbourne Vic 3003","Kitchen 6, Ground Floor/ 372 Spencer Street",West Melbourne,VIC,3003
"Suite 5.03 Level 5, 440 Elizabeth Street, MELBOURNE, 3000","Suite 5.03 Level 5, 440 Elizabeth Street",MELBOURNE,VIC,3000
City Language Institute Pty Ltd,Suite 303 Level 3 343 Little Collins St,Melbourne,VIC,3000
CLC Adelaide,Level 7 118 King William St,ADELAIDE,SA,5000
"Level 3, 440 Elizabeth Street Melbourne 3000",Level 3 - 440 Elizabeth Street,Melbourne,VIC,3000
"Level1 3/66-68 Main Street, Pakenham, Victoria, 3810",Level 1,Pakenham,VIC,3810
Level 3 377 Little Lonsdale Street MELBOURNE VIC 3000,Level 3 377,Little Lonsdale,VIC,3000
"Ground Floor, 191-195 Ryrie St, GEELONG VIC 3220","Ground Floor, 191-195 Ryrie St, GEELONG VIC 3220",GEELONG,VIC,3220
"Level 5, 102 Adelaide Street","Level 5, 102 Adelaide Street",Brisbane,QLD,4000
"Level 1, 35 The Seven Ways, Rockdale","Level 1, 35 The Seven Ways",Rockdale,NSW,2216
MELBOURNE - Level 11 343 Little Collins St,Level 11 343 Little Collins St,Melbourne,VIC,3000
Suite 2 - SMI - Level 3 251 Adelaide Tce PERTH WA 6000,Level 3 251 Adelaide Tce,Perth,WA,6000
Level 1 303 Pitt Street SYDNEY NSW 2000,Level 1 303 Pitt Street,SYDNEY,NSW,2000
11 Truganina Road MALAGA,15B Cabell Street,YOKINE,WA,6060
66 Canning Hwy VICTORIA PARK WA 6100,15B Cabell Street,YOKINE,WA,6060
"99-101 Corio Street, GEELONG VIC 3220",Level 1 140 Moorabool Street,GEELONG,VIC,3220
Gordon St Classroom,"Suite 4, 149 Gordon St,",Port Macquarie,NSW,2444
Hobart Campus - 132-146 Elizabeth St HOBART TAS 7000,132-146 Elizabeth Street,HOBART,TAS,7000
Melbourne Campus,Level 1 620 Bourke St,MELBOURNE,VIC,3000
"Reach Sydney Campus - Level 2, 8 Quay St, HAYMARKET NSW 2000",Level 2,HAYMARKET,NSW,2000
Carlton Campus,252 Lygon St,CARLTON,VIC,3053
Suite 2 Level 6 190 Queen Street MELBOURNE VIC 3000,Suite 2 Level 6 190 Queen Street,MELBOURNE,VIC,3000
"432 - 434 Kent Street, Sydney, NSW 2000",Suite 301303,Sydney,NSW,2000
212A Liverpool Street HOBART TASMANIA 7000,212A Liverpool Street,HOBART,TAS,7000
Commercial Kitchen - 101 Wilmot Road HUONVILLE TAS 7109 Australia,101 Wilmot Road,HUONVILLE,TAS,7109
Melbourne Campus,Suite 1 Level 10 601 Bourke St,MELBOURNE,VIC,3000
"Level 6, 191 Thomas Street Haymarket",Level 6,Haymarket,NSW,2000
"Level 1, 62 Robinson Street","Level 1, 62 Robinson Street",Dandenong,VIC,3175
234 Pier Street,234 Pier Street,PERTH,WA,6000
"11 Darnick Street, Underwood QLD 4119",11 Darnick Street,Underwood,QLD,4119
195 Champion Road Williamstown North VIC 3016,195 Champion Road,Williamstown North,VIC,3016
BENDIGO,13 York St,EAGLEHAWK,VIC,3556
DANDENONG,33 Cheltenham Rd,DANDENONG,VIC,3175
TOTTENHAM,Unit 2 100 Olympia St,TOTTENHAM,VIC,3012
Unit 4 19-23 Paramount Rd WEST FOOTSCRAY VIC 3012,Unit 4 19-23 Paramount Road,WEST FOOTSCRAY,VIC,3012
18-24 Northern Ave MOORABBIN AIRPORT VIC 3194,18-24 Northern Avenue,MOORABBIN AIRPORT,VIC,3194
Suite 2 Level 7 190 Queen St MELBOURNE VIC 3000,Suite 2 Level 7 190 Queen Street,Melbourne,VIC,3000
Swanston Street Campus - Level 4 55 Swanston St Melbourne Vic,Level 4,Melbourne,VIC,3000
22 St Kilda Road,22 St Kilda Road,ST KILDA,VIC,3182
"13 Nerang Street, Southport  QLD  4215",13 Nerang Street,Southport,QLD,4215
"46 Thorn Street, Kangaroo Point  QLD  4169",46 Thorn Street,Kangaroo Point,QLD,4169
"Gold Coast Shafston - 72 Nerang Street, Southport QLD 4215",Gold Coast Shafston,SOUTHPORT,QLD,4215
Shafston Gold Coast,13-15 Short St,SOUTHPORT,QLD,4215
"Shafston Sydney Campus - Level 24, 233 Castlereagh St Sydney NSW 2000","Level 24, 233 Castlereagh St",Sydney,NSW,2000
Melbourne Campus,Level 1 55 Swanston St,MELBOURNE,VIC,3000
"Suite 2, Level 6, 68 Grenfell Street ADELAIDE SA 5000","Suite 1, Level 6, 68 Grenfell Street",ADELAIDE,SA,5000
Old Nakara Shopping Centre,8 Nakara Place,Nakara,NT,810
"Engineering Workshop - Factory 12, 14-16 Hogan Ct Pakenham VIC 3810",Factory 12,Pakenham,VIC,3810
Factory 16 14-16 Hogan Ct PAKENHAM VIC 3810,Factory 16 14-16 Hogan Ct,PAKENHAM,VIC,3810
Factory 16 14-16 Hogan Ct PAKENHAM VIC 3810,Factory 16 14-16 Hogan Ct,PAKENHAM,VIC,3810
North Melbourne Campus - 15-17 Racecourse Rd NORTH MELBOURNE VIC 3051,15-17 Racecourse Rd,NORTH MELBOURNE,VIC,3051
"Unit 4, 70 Main Street PAKENHAM VIC 3810","Unit 4, 70 Main Street",PAKENHAM,VIC,3810
Unit 1 25 Randall St SLACKS CREEK,Unit 1 25 Randall Street,Slacks Creek,QLD,4127
Head Office,Suite 2 170 Wellington St,EAST PERTH,WA,6004
"66 Townshend Street, PHILLIP ACT 2606",66 Townshend Street,PHILLIP,ACT,2606
Sydney Campus - Elizabeth ST. - Level 6 140 Elizabeth St SYDNEY NSW 2000,Level 6 140 Elizabeth,SYDNEY,NSW,2000
Units 14 & 15 Norton Street,"Units 14 & 15, 23 Norton Street",LEICHHARDT,NSW,2040
Cairns City Centre Campus - Grafton St,41-43 Grafton St,Cairns City,QLD,4870
Fitness First - 20 Bond St SYDNEY NSW,20 Bond St,SYDNEY,NSW,2000
GFC Parramatta - 93 Fennell St NORTH PARRAMATTA NSW,93 Fennell St,NORTH PARRAMATTA,NSW,2151
"Gold Coast Southport Campus  Uni Fitness, The Link (G07) Griffith University Southport QLD 4222",Gold Coast Southport Campus,Southport,QLD,4222
Goodlife - 111 Cecil St SOUTH MELBOURNE VIC,111 Cecil St,SOUTH MELBOURNE,VIC,3205
Goodlife - 16 Graham Rd CARSELDINE QLD,16 Graham Rd,CARSELDINE,QLD,4034
HOBART AQUATIC - 2 Davies Ave HOBART TAS,2 Davies Ave,HOBART,TAS,7000
Maroochydore - Shop 8 102 Wises Road Buderim QLD 4556,8 102 Wises Road,Maroochydore,QLD,4558
Level 3 251 Adelaide Tce PERTH WA 6000,Level 3 251 Adelaide Tce,PERTH,WA,6000
"T35, First Floor, North Adelaide Shopping Centre, 61-83 O'Connell Street NORTH ADELAIDE","T35, First Floor, North Adelaide Shopping Centre",NORTH ADELAIDE,SA,5006
38 Woods St Darwin,38 Woods St,Darwin,NT,800
GTNT,38 Woods St,DARWIN,NT,800
Loreto Normanhurst,91-93 Pennant Hills Road,Normanhurst,NSW,2076
"269 Wickham Street, Fortitude Valley QLD 4006",269 Wickham Street,Fortitude Valley,QLD,4006
"Parramatta campus, Level 4, 1-3 Fitzwilliam Street","Level 4, 1-3 Fitzwilliam Street",Parramatta,NSW,2150
Level 2 379 Hay Street Perth,Level 2 379 Hay Street,Perth,WA,6000
Level 3 379 Hay St PERTH WA 6000,Level 3 379 Hay St,Perth,WA,6000
42B Synnot Street,42B Synnot Street,Werribee,VIC,3030
Melbourne city campus,Suite 2 Level 1 333 Queen St,MELBOURNE,VIC,3000
Outer Northern Trade Training Centre (ONTTC),405 High St,LALOR,VIC,3075
Level 1 & 2 Little Collins Street Melbourne,Level 1 & 2 Little Collins Street,Melbourne,VIC,3000
"460 - 492 Beaudesert Road, SALISBURY QLD 4107",460 - 492 Beaudesert Road,Sailsbury,QLD,4107
Southport Campus,15 Bay St,SOUTHPORT,QLD,4215
"591 Sydney Rd, Coburg, Vic",591 Sydney Rd,Coburg,VIC,3058
Canberra Campus,"Office 4, 15 Moore Street",Canberra,ACT,2601
Camellia Campus,Level 1 1C Grand Ave,CAMELLIA,NSW,2142
406 Collins St MELBOURNE VIC 3000 Australia,Level 4 406 Collins St,Melbourne,VIC,3000
Lonsdale Street Campus,Suite 2 Level 3 398 Lonsdale St,MELBOURNE,VIC,3000
"Level 1, 12-14 Wentworth Street, PARRAMATTA NSW 2150","Level 1, 12-14 Wentworth Street",PARRAMATTA,NSW,2150
Sydney Campus - Ground floor 12-14 Wentworth St PARRAMATTA NSW 2150,12-14 Wentworth St,PARRAMATTA,NSW,2150
Pakenham Campus - Unit 2 66-68 Main St PAKENHAM VIC 3810,Unit 2 66-68 Main Street,PAKENHAM,VIC,3810
34 Old Cleveland Rd STONES CORNER QLD 4120,34 Old Cleveland Rd,STONES CORNER,QLD,4120
Level 1 Dowie House,Level 1 Dowie House,Adelaide,SA,5000
Cairns Campus -58-70 Lake St CAIRNS CITY QLD 4870,58-70 Lake St,Cairns City,QLD,4870
"City Campus - Level 1, 175 Liverpool St Sydney NSW 2000","Level 1, 175 Liverpool St",Sydney,NSW,2000
"Level 3, 20-22 Macquarie Street, PARRAMATTA NSW 2150","Level 3, 20-22 Macquarie Street",PARRAMATTA,NSW,2150
Wollongong Campus,Level 5 325 Crown Street,Wollongong,NSW,2500
Unit 2 19 Kent Way MALAGA WA 6090,Unit 2 19 Kent Way,MALAGA,WA,6090
Level 3 123 Lonsdale Street MELBOURNE VIC 3000,Level 3 123 Lonsdale Street,MELBOURNE,VIC,3000
11/204 Beaudesert Road MOOROOKA QLD4105,11/204 Beaudesert Road,MOOROOKA,QLD,4105
Melbourne,Level 4 20 Queen St,MELBOURNE,VIC,3000
Pakenham - 29 James St PAKENHAM VIC 3810 Australia,29 James Street,PAKENHAM,VIC,3810
Gladstone St South Melbourne,176 Gladstone St,South Melbourne,VIC,3205
Miller St,120 Miller St,WEST MELBOURNE,VIC,3003
Unit 19 2-14 Station Pl,Unit 19 2-14 Station Pl,Werribee,VIC,3030
Burwood Campus,14 Railway Pde,BURWOOD,NSW,2134
King Street,263 King St,MASCOT,NSW,2020
Adelaide Campus,62 Gawler Pl,ADELAIDE,SA,5000
Burwood Campus,14 Railway Pde,BURWOOD,NSW,2134
Young St. Campus,19 Young Street,ADELAIDE,SA,5000
EQUINIM COLLEGE BRISBANE,266 Brunswick Street,Fortitude Valley,QLD,4006
EQUINIM COLLEGE NORTH SYDNEY,Level 2,North Sydney,NSW,2060
EQUINIM COLLEGE NORTHBRIDGE PERTH,102 James Street,Northbridge,WA,6003
"St Josephs College, 33 Barina Downs Road NORWEST NSW 2153",1584-1600 Canterbury Road,PUNCHBOWL,NSW,2196
ILLOURA College - 113 Wharf St CANNINGTON WA 6107,113 Wharf St,CANNINGTON,WA,6107
"Unit 131, 131 Harold Street HIGHGATE WA 6003","Unit 131, 131 Harold Street",HIGHGATE,WA,6003
31/70-74 Phillip St PARRAMATTA NSW 2150,70-74 Phillip Street,PARRAMATTA,NSW,2150
AHHI PARRAMATTA,87 Fennell St,NORTH PARRAMATTA,NSW,2151
SCA -MULGRAVE,168 Mulgrave Rd,MULGRAVE,NSW,2765
Adelaide Tce,Level 3 251 Adelaide Tce,Perth,WA,6000
Wisdom Sydney - Level 1 133-135 Oxford St BONDI JUNCTION NSW 2022,Level 1 133-135 Oxford Street,BONDI JUNCTION,NSW,2022
